title,abstract
"Collaborative Research: The Influences of Market Power, Mergers, and Provider Incentives on the Cost and Quality of Healthcare: The Case of Dialysis","this award funds research in how competition between firms affects both the price and quality of a key health care service. the pis will investigate how changes in the dialysis industry affects firm strategies, medicare costs, and patient outcomes. the project will use a very large data set to test hypothesis drawn from the economic theory of firm competition. the research has three distinct components. the first part focuses on how mergers and acquisitions affect firm strategy in this industry and the consequences for patient outcomes. the second component evaluates how regulations that affect the construction of new facilities influence market structure as well as patient outcomes. the third part analyzes a payment reform instituted by medicare that reduced the incentives to over-prescribe injectable drugs, which again may have affected both medicare's costs and patient's outcomes. understanding the market for dialysis services is important for several reasons. dialysis is an important component of health insurance costs; medicare's annual total reimbursements for dialysis amount to about 1% of the entire federal budget. high quality dialysis care improves patients' lives. finally, understanding how changes in competition and in medicare policies have affected the dialysis market will give us new knowledge about how robust competition and sensible regulation and medicare reimbursement policies may be able to reduce costs and improve patient outcomes. the research team will use claims data from the entire universe of u.s. dialysis patients between 1998 and 2014; during this time period the industry became more concentrated. the projects funded by this award look at three different aspects of consolidation in the dialysis industry. the first studies how large dialysis chains have transferred their corporate strategies to the numerous independent facilities they acquired, which ultimately can affect the cost and quality of their treatments. the second develops a structural model of dialysis firms' entry, exit, and acquisition decisions to (i) understand how market structure and regulation affect dialysis care and (ii) estimate the impact of counterfactual policies, such as blocking mergers or relaxing certificate of need laws. the third examines how medicare's reimbursement policies shape dialysis facilities' behavior, focusing specifically on a reform in 2011 that changed medicare's reimbursement scheme for injectable drugs from a per-dose payment to a bundled payment. the team will use a novel instrumental variable strategy to provide the first causal evidence in the literature about whether the bundled payment policy resulted in lower drug doses, reduced costs and improved outcomes. the project advances the economics literature on market power, merger analysis, and provider incentives in health care."
Collaborative Research: An Interdisciplinary Approach to Predicting Unequal Treatment,"disparities in outcomes across social groups are found in nearly every domain of modern human society, including education, the labor market, and healthcare. whether on the basis of gender, ethnicity, age or other markers, group-based differences in how people treat others are known to arise even when social group information is irrelevant and even when people explicitly reject social stereotypes. despite progress in documenting these disparities, much remains unknown about their origins. the current research focuses on the role of individual human decision-making in producing societal-level outcomes. specifically, the investigators aim to leverage complementary strengths of behavioral economics, social psychology, and cognitive neuroscience to uncover systematic patterns of individual human decision-making that, in aggregate, contribute to societal treatment disparities. the primary goal is to characterize the origins of unequal treatment with sufficient precision to support accurate, context-specific predictions of how people will treat members of different social groups. support for this collaborative effort broadens access to training opportunities for aspiring scientists, provides opportunities for scientific outreach to local communities, and ultimately contributes scientific understanding of societal disparities, with implications for efforts to measure and address discrimination. substantial progress has been made in documenting the existence of treatment disparities in the world. separately, substantial progress has been made in in understanding how people think about different social groups in the laboratory. however, given the multitude of ways in which people can be categorized, and the complexity of factors influencing people's social behavior, it has been challenging to construct models of social thought and behavior that are capable of linking laboratory insights to field observations. the current research aims to connect these efforts to produce accurate predictions about when and how members of particular groups will be (dis)advantaged. specifically, building upon evidence from cognitive neuroscience that valuation and social cognition engage separable but interacting systems, the research uses computational modeling to formally integrate psychological frameworks of how people see others (social perception) with behavioral economic accounts of how people value others' outcomes (social valuation). it then uses those models to predict how people will treat members of different social groups in laboratory and field settings."
"Collaborative Research: Skills, Majors, and Jobs: Does Higher Education Respond?","rapid technical progress leads to skill obsolescence, yet educational institutions and students are slow to respond to these changes in the labor market. this research project will use a large data set on changes in skill demand and college enrolments by major and the content of majors to investigate two interrelated questions: (i) what skills are associated with each college major and how does skill demand vary over time and space? (ii) how do higher education course-offerings and student course-taking respond to changes in demand for skills? the research will be based on data on all job postings over a time matched with data on all course offering (and their content) in a state. the results can help institutions respond to skill demand by rapidly changing the content of their curricula and educational policy makers plan better. the results will also help guide students not only in their choice of majors but also the courses and skills they choose to acquire in their chosen majors. by providing inputs into policies that align skill needs and skill training in a rapidly changing technological work place, this research will help us educational institutions provide the skills the economy needs, hence lead to rapid economic growth and improved well-being of americans. this project will use merged data from the burning glass project and the delaware cost project which has department level panel data on credits, courses and faculty as well as individual level data on student course taking, quasi-experimental methods and machine learning techniques to investigate how college students and college administration respond to changes in labor skill demand. specifically, it investigates what skills are associated with each college major, how within major cross-major skills demand differ across space and through time, and how skill investment responds to changes in skill demand in the labor market. previous studies have focused on the demand side of skill acquisition; this project will however look at how skill supply (by university providers and students) respond to changes in skill demand by exploring several aspects university curriculum that makes these supply responses possible. the quasi-experimental methods permit causal identification of the effect of changes in skill demand on human capital investment. the project will explore differential responses at lower-division, upper-division, and graduate levels. the results of this research will provide guidance on policies to align skill investment to changes in skill demand and in so doing will provide the needed skills and lead to faster economic growth."
Collaborative Research: Standard: Exploring how scientists on multidisciplinary laboratory teams negotiate expertise and claim legitimacy regarding ethical practice.,"the increasing diversity and complexity characterizing today's engineering workforce and practice requires new research on the social factors that shape ethics in stem work. a common approach in research and teaching is to incorporate the social aspects of teamwork, diversity, and ethics into isolated lectures, separate courses, or to treat them as outcome variables. however, this project takes the perspective that ethics is interwoven into everyday stem work not as a static outcome variable, but rather as a communication-based achievement enacted in the social processes through which stem work is organized. it tests the hypothesis that in addition to technical, process, or industry expertise, stem team members can cultivate ethical expertise, a form of knowledge and skills informing appropriate ways of working that is developed through situated experience. this research advances scientific knowledge by systematically investigating if and how different patterns of communication affect ethical climates and ethical behavior within vertically integrated multidisciplinary stem teams from national and university laboratories. it identifies areas in which misperceptions or misapplication of expertise may act as a barrier to the development of ethical cultures in stem organizations and explores the ways ethics are learned and shared through ongoing social relationships and interactions. identifying the social and communicative factors impacting the ethical accomplishment of complex scientific work provides insight into a variety of actions and policies that universities, national labs, and industry partners can use to cultivate ethical and collaborative research climates to aid in the discovery and application of scientific knowledge. the study combines interview and ethnographic data with social network analysis to examine how different patterns of communication and interaction among members of stem teams affect their perceptions of ethics in laboratories and how these perceptions impact ethical research climates and the social structures that enable effective and ethical teamwork. phase 1 utilizes ethnographic methods and grounded thematic analysis of interviews and observations to capture and investigate the everyday practice of participants. phase 2 builds upon these findings and employs social network analysis to assess the interdependent relationships between the different forms of expertise present in the development of ethical climates, and their relationship to ongoing interactions among team members. phase 3 integrates these findings and maps them onto extant literature to compare the salient features of each institution and determine the explanatory mechanisms for the cultivation of ethical climates and ethical behavior in stem teams."
FW-HTF-RM: Collaborative Research: Understanding the Algorithmic Workplace: A Multi-Method Study for Comprehensive Optimization of Platforms,"the emergence of the digital platform economy in recent years is rapidly transforming some kinds of economic activity. this project will develop new evidence about the workers, business organizations, and government institutions that are involved in the ""algorithmic workplace"" or ""gig economy"". the research team includes experts in social science, public policy, and engineering. the team will conduct research to document the experiences, attitudes, and needs of platform workers. they will use these findings to build a mathematical model of worker behavior that will be combined with business data from an industrial partner. the result will be a model that can predict how changes in business operations will affect worker outcomes. the team will use field experiments to test the model predictions. the results of this project will be new knowledge for businesses that need to retain and motivate their workforce, new evidence for policymakers that seek to understand how neighborhoods and communities are affected by the growth of platform work, and new empirical evidence about the benefits and risks of platform work for the us workforce. the team will undertake an interdisciplinary program of research aimed at generating theoretical and practical knowledge of issues that result from the advent of the algorithmic workplace in the united states. the project begins by conducting research on the attitudinal and behavioral characteristics of platform workers. interviews and surveys will shed light on the occupational trajectories, experiences of risk, and regulatory preferences found among workers on several types of labor platforms. the team will analyze the qualitative data to shed new light over ongoing debates about the nature of algorithmic control of workers, the labor market dynamics which the platform economy fosters, and the policy preferences of workers themselves. a mathematical framework of worker behavior will be designed to model the fusion of these coded qualitative data with internal data from deliv, a digital platform for package delivery. this will lead to a novel contribution of this project: agent-based modeling that can simulate the action of platform workers as they respond to shifts in the design of the algorithms on which platforms rely. this second stage of the research will be used to provide a deeper and better informed understanding of the strategies which workers employ as they respond to the technological changes programmers introduce in their efforts to refine the algorithms governing transactions made possible by platforms."
Collaborative Research: Understanding Migration and Fertility,"this project investigates the question of whether migrant women's fertility reflects high desired family sizes or difficulties regulating fertility due to high cost, lack of knowledge about services, and other obstacles. society's most vulnerable women often face great challenges with fertility regulation. this may be particularly true of international migrant women who often lack healthcare access, social networks, and/or financial resources that might be important for fertility regulation. in this study, the association between migration and fertility, family planning use, fertility preferences, and difficulties regulating fertility is investigated by comparing international migrants to women in their countries of origin who have similar background characteristics but did not migrate. findings will expand knowledge concerning population change and will have the potential to inform outreach strategies and public health campaigns that reduce unintended outcomes. this project explores the association between international migration and fertility by combining data from both sending and receiving countries using a propensity score matching approach. to date, most studies have been limited to the use of data sources collected primarily in receiving countries and have typically compared migrants to native-born residents of the receiving country, rather than to residents of their country of origin with whom they share a common background. in contrast, our project integrates cross-sectional data from two surveys to create a novel data set that allows for matching highly similar respondents who did and did not migrate from sending countries to a receiving country. this enables: (1) investigation of the association between international migration and fertility by comparing migrants in receiving countries to similar non-migrants in sending countries; and (2) exploration of the association between international migration and underlying reproductive desires and behaviors that could help explain why migration is associated with fertility."
Collaborative Research: RUI: Standard Grant: Artificial Intelligence and Predictive Policing: An Ethical Analysis,"this project is a study of the use of artificial intelligence to assist police on patrol by using massive troves of historical crime data to train machine learning algorithms to anticipate the timing and location of criminal activity. predictive policing has come under intense criticisms from civil rights groups, academics, and communities that have been subject to predictive policing. these criticisms include its recapitulation of racially biased patterns of policing, its further burdening of marginalized communities, and its infringement on the liberties of targeted communities. the researchers propose to examine these claims and to develop best practices for the development and deployment of algorithmic policing programs. the results of this project promise to benefit police departments, communities patrolled based on algorithmic crime predictions, and public understanding of the societal and ethical implications of predictive policing. the aims of this grant are to examine and develop viable ethical frameworks for the assessment of predictive policing practices. in doing so, the researchers will propose and evaluate novel considerations that might bear on the ethics of predictive policing. they will also develop empirically grounded recommendations for the ethically sensitive and effective development and use of predictive policing. the results of this project promise to advance understanding and illuminate fertile new areas of research in moral philosophy, technology ethics, sociology, and criminology. they also will have clear relevance for other algorithmic technologies with similar implications for justice including algorithms that predict criminal sentences, make healthcare diagnoses, and serve as gatekeepers to government benefits (all of which are currently in use)."
Collaborative Research: Social Construction of Legal Exclusion in Slums,"this project investigates how legal exclusion is socially constructed in legally recognized vs. non-recognized slum settlements. extensive research has demonstrated that residents of slum settlements globally have considerably worse outcomes on key social indicators, including poverty, employment conditions, and exposure to violence, than formally housed urban populations. despite the recognition that legal status has significant impacts on the socioeconomic conditions of slum residents, little is known about why governments withhold official recognition and deny access to life-supporting infrastructure and residential security for slum residents. this research investigates how legal exclusion is constructed--as a political and bureaucratic entity, as a geographic and social reality, and as individual lived experience. it is also designed to explain how conditions vary in communities with different degrees of legal recognition and access. the project's three research aims are to identify the multi-level factors that produce the legal exclusion experienced by residents of non-recognized slums; demonstrate how legal exclusion is experienced as both a collective and individual level phenomenon that shapes the wellbeing of slum residents; and disentangle the effects of legal exclusions from other, more widely studied aspects of informal settlements, by comparing slum settlements with different administrative and legal contexts. the multi-level research design builds on insights from ethnographic research on social exclusion and political action in slums showing that legal exclusion is not only produced at the macro-level through policy and public discourse, but also at the community-level through negotiations with local administrators, police officers, and service delivery workers; and at the micro-level within the inner lives and subjective experiences of slum residents. this approach is rooted in longstanding efforts in sociology to integrate macro theories of social structure with micro-level analyses of social action to explain collective and individual outcomes."
Collaborative Research:  Uncovering and Utilizing the Dynamic Interplay between Work Recovery and Resilience,"all employees will, at some point, encounter workplace adversities such as work overload, role ambiguity, interpersonal conflict, abusive supervision, or work-family conflict. thus, there is a critical need to identify pathways through which employees can achieve work effectiveness and wellbeing, despite facing difficulties. work resilience -- positive adaptation despite adversity at work -- is an advantageous tool that offers a path to success despite adverse experiences. we propose one unexplored way to increase resilience is through recovery, in which non-work time is used to recuperate from fatigue and negative mood built up during the work day. this project's goal is to understand how psychological (e.g., detachment from work, relaxation) and physical (e.g., sleep, exercise) recovery experiences relate to work resilience. determining behaviors that improve resilience which are under individuals' control during their non-work time has the potential to benefit individuals, teams, and organizations across every occupation. the goal of this project is to uncover and model the dynamic interrelationship of psychological and physical work recovery experiences with work resilience. this project: 1) assesses potential psychological (fatigue) and physiological (heart rate variability) mechanisms that link work recovery and resilience; 2) examines the differential effects of alternative work recovery experiences (i.e., psychological and physical) on work resilience; and 3) delineates the temporal dynamics between work recovery and resilience, uncovering potential cumulative and reciprocal effects. we will conduct two experience sampling research studies using (a) a sample of traditionally employed participants who work during standard weekly business hours and (b) a sample of shift workers - employees who work alternative shifts that at least partially fall outside the daytime shift range (e.g., night shift and rotating shift employees) - to test the current model. each study is a four-week daily survey study in a sample of 100 working adults that incorporates both objective behavioral and physiological indicators. by explicating the relative importance of different recovery experiences contributing to work resilience and the dynamic relationship between work recovery and resilience, this project could provide a theoretical foundation to enhance organizational effectiveness and employee wellbeing despite unavoidable adversities. findings will be shared with research outlets, business practitioners, policy makers, and community members."
Collaborative Research: Modeling Stochastic Intertemporal Preferences,"this award funds research on the economic theory of human decision-making. the first part of this project will address common everyday situations where individuals make choices repeatedly over time. in many of these cases, people's preferences over various goods may change from day to day. in other words, their preferences are stochastic. this research will propose a new theoretical model to help us understand how these stochastic preferences affect choice behavior. people?s preferences to consume earlier or later would be an important factor. the second part of this project will study the welfare implications of stochastic preferences. when preferences change over time, it is unclear whether policy interventions would be beneficial and help improve individual well-being. this research will provide new tools and methodologies that will inform public policy for stochastic preferences. in general, results from this project will ultimately aid researchers in developing new insights for businesses, government agencies and other institutions that will benefit the u.s. public. this research will study the dynamics of stochastic intertemporal preferences. existing models in the stochastic choice literature have mostly taken probabilistic choice frequencies as given without explicitly modeling repetition. the first part of this project will provide a repeated choice foundation for stochastic choice. the aim will be to formalize repetition and develop a tractable (i.e., recursive) model of stochastic intertemporal preferences. existing standard models assume agents are expected utility maximizers and have standard (i.e. additive time-separable) intertemporal preferences. however, many experimental studies suggest that these standard models are too restrictive to accurately describe true human preferences. this research will take this into account and allow for more general intertemporal preferences such as epstein-zin (1989). from the perspective of inference and estimation, this will be crucial as not considering the intertemporal structure of the dynamic problem will lead to biased estimates of agents? preferences. the second part of this project will study dynamic consistency and stationarity in the context of stochastic choice. research on this has been limited partly due to the difficulty of modeling such concepts for stochastic preferences. for instance, a natural extension of stationarity to stochastic choice would always be violated whenever preferences are stochastic. this is important because traditional violations of stationarity have been viewed as instances of dynamic inconsistency and grounds for policy interventions. new definitions and characterizations of dynamic consistency and stationarity for stochastic choice are needed as imprecise definitions would lead to policy interventions that may be counter-productive or welfare-decreasing for agents"
Standard: Collaborative Research: Changing Ethical STEM Culture through Interdisciplinary Dialogue and Analysis of Humanitarian Information and Communication Technology,"the humanitarian sector has been engaged in ethical stem activities for many decades since success in humanitarian practice is based on the ability to deliver aid according to moral and ethical principles. humanitarian stem work can thus expose tensions between the ethical imperatives of humanitarian missions (e.g., accountability to those being assisted), and the typical goals of stem design, development, and use (e.g., efficiency). this project examines the implementation of stem within a humanitarian environment to offer new understandings, priorities, and directions for changing ethical cultures within the broader stem arena. it will focus on understanding how humanitarian ethical imperatives are addressed in the design, development, and implementation of stem, and how understanding of these processes can be translated into frameworks for successfully achieving more ethically-centered stem cultures. to do so, the red cross global disaster preparedness center will partner with university of washington to systematically evaluate the red cross's efforts to design and develop stem in alignment with humanitarian ethical imperatives. this human-centered approach will integrate perspectives from practitioners, stem experts, and aid beneficiaries to reveal practical challenges and solutions for achieving more ethical stem cultures. this research will provide data and information for improving how stem technologies can be integrated into humanitarian work in a more ethical manner, and for cultivating more ethical stem cultures. this project examines how stem information and communications technologies have been implemented in humanitarian working environments. the goal is to enhance understanding of how humanitarian ethics can be built into the design, development, and implementation of icts, and how lessons learned from case studies involving the red cross can be used to develop new frameworks for cultivating more ethically-centered stem cultures. this will be accomplished through analyses of case studies where humanitarian ict projects have been used to support red cross humanitarian work through a combination of literature reviews, secondary data analysis, and interviews with relevant stakeholders across the design, development, and implementation process. phase 1 involves collecting secondary data, identifying case studies, and developing research instruments. phase 2 involves analyzing the case studies. phase 3 involves assembling a practitioner-academic consortium, sharing findings, and facilitating dialogue at red cross global disaster preparedness center workshops to create practical recommendations for ethical design of humanitarian information and communications technologies. phases 4 and 5 involve preparing ethically-centered stem solutions, taking lessons to the humanitarian and academic communities for application and assessment, and disseminating project findings."
Collaborative Research: Targeting Privacy,"the project will advance three crucial themes on markets for targeted advertising and consumer privacy. the first will address whether consumers benefit or are harmed when a firm they do business with can sell their data on to other firms they might deal with. it will study whether giving individuals the right to opt out of such data sales is an effective means of protecting consumer interests. the second theme will study the consequences of giving consumers ownership over their own data with the right to sell it themselves, if they choose. the third theme will study whether the increasing precision of targeted advertising leads to excessively specialized choices for consumers in media markets supported by advertising. regulators including the us congress and the european union (with the adoption of the general data privacy regulation) have underscored the urgent need to understand these issues to draft appropriate policies to protect consumers and their data without stifling innovative business practices. the project will provide guidance on the merits of policies that restrict targeting, give consumers opt-out rights, and give consumers the right to sell their own data. the project will be primarily theoretical in its methodology, although the themes are inspired from actual current (and expanding) practices and policy debates. the first part will innovate a joint equilibrium analysis of the market where data is harvested and the market where it is deployed. the analysis will begin with a monopoly information-harvesting firm collecting data from its market to sell it on to firms in a second market. while the first firm will want to render its market attractive to consumers (through low prices, say), consumers are wary about participating, for they will rationally anticipate that their data might be used against them (in the form of high prices, say) in the secondary market. data-sharing may benefit consumers because markets where data are used operate more efficiently and consumers can command part of this gain by exacting discounts in the first market. perversely, letting individual consumers choose whether to opt out of data sharing may hurt them collectively, as consumers with ""something to hide"" are penalized with higher prices. this is a stepping stone for analyzing competition in data collection and how data harvesters parcel out data for sale. the second part will examine who should be able to sell consumer data. it will compare when firms collect and sell on the data with when consumers can sell their own data. when data are used to craft discount offers, consumers may engineer greater discount competition by pricing their data below the cost of lost privacy. individuals eager to be targeted might inflict negative externalities on others who are revealed to have strong product preferences and may face higher prices. equilibrium consequences of consumer pricing have not been previously addressed and are quite intricate. furthermore, firms should anticipate that consumers may strategically manipulate the information they sell on. this analysis will be a springboard for studying how savvy consumers will make the most of their data by selectively curating what they sell into one or more digital personas. the third part will draw on different modeling approaches of product differentiation and will meld these to an advertising-financed business model of media economics. advertisers and content consumers (who are prospective consumers of the advertised goods) constitute the two sides of the market, and they are intermediated by media platforms which choose advertising prices (and consumer subscription fees when relevant). competing platforms connect advertisers with viewers: a platform's content is most appealing to viewers with ""nearby"" tastes, and the bundle of viewers at a platform is most attractive to ""nearby"" advertisers. before internet-enabled tracking and targeting, bucketing of advertisers to consumers was crudely enabled through specialized media content. now that individuals are tracked and targeted, market performance might be enhanced through better matching but worsened through too many platforms. advertisers with broad appeal may crowd out narrow ones under the old business model, and foster insufficiently few specialized, but the new business model may go too far in the other direction. these topics have not been broached in media economics."
Collaborative Research: Uncovering and Utilizing the Dynamic Interplay between Work Recovery and Resilience,"all employees will, at some point, encounter workplace adversities such as work overload, role ambiguity, interpersonal conflict, abusive supervision, or work-family conflict. thus, there is a critical need to identify pathways through which employees can achieve work effectiveness and wellbeing, despite facing difficulties. work resilience -- positive adaptation despite adversity at work -- is an advantageous tool that offers a path to success despite adverse experiences. we propose one unexplored way to increase resilience is through recovery, in which non-work time is used to recuperate from fatigue and negative mood built up during the work day. this project's goal is to understand how psychological (e.g., detachment from work, relaxation) and physical (e.g., sleep, exercise) recovery experiences relate to work resilience. determining behaviors that improve resilience which are under individuals' control during their non-work time has the potential to benefit individuals, teams, and organizations across every occupation. the goal of this project is to uncover and model the dynamic interrelationship of psychological and physical work recovery experiences with work resilience. this project: 1) assesses potential psychological (fatigue) and physiological (heart rate variability) mechanisms that link work recovery and resilience; 2) examines the differential effects of alternative work recovery experiences (i.e., psychological and physical) on work resilience; and 3) delineates the temporal dynamics between work recovery and resilience, uncovering potential cumulative and reciprocal effects. we will conduct two experience sampling research studies using (a) a sample of traditionally employed participants who work during standard weekly business hours and (b) a sample of shift workers - employees who work alternative shifts that at least partially fall outside the daytime shift range (e.g., night shift and rotating shift employees) - to test the current model. each study is a four-week daily survey study in a sample of 100 working adults that incorporates both objective behavioral and physiological indicators. by explicating the relative importance of different recovery experiences contributing to work resilience and the dynamic relationship between work recovery and resilience, this project could provide a theoretical foundation to enhance organizational effectiveness and employee wellbeing despite unavoidable adversities. findings will be shared with research outlets, business practitioners, policy makers, and community members."
Collaborative Research: Standard Grant: Artificial Intelligence and Predictive Policing: An Ethical Analysis,"this project is a study of the use of artificial intelligence to assist police on patrol by using massive troves of historical crime data to train machine learning algorithms to anticipate the timing and location of criminal activity. predictive policing has come under intense criticisms from civil rights groups, academics, and communities that have been subject to predictive policing. these criticisms include its recapitulation of racially biased patterns of policing, its further burdening of marginalized communities, and its infringement on the liberties of targeted communities. the researchers propose to examine these claims and to develop best practices for the development and deployment of algorithmic policing programs. the results of this project promise to benefit police departments, communities patrolled based on algorithmic crime predictions, and public understanding of the societal and ethical implications of predictive policing. the aims of this grant are to examine and develop viable ethical frameworks for the assessment of predictive policing practices. in doing so, the researchers will propose and evaluate novel considerations that might bear on the ethics of predictive policing. they will also develop empirically grounded recommendations for the ethically sensitive and effective development and use of predictive policing. the results of this project promise to advance understanding and illuminate fertile new areas of research in moral philosophy, technology ethics, sociology, and criminology. they also will have clear relevance for other algorithmic technologies with similar implications for justice including algorithms that predict criminal sentences, make healthcare diagnoses, and serve as gatekeepers to government benefits (all of which are currently in use)."
Collaborative Research:  Evidence in Economic Models,"this award funds research in economic theory. the team will study the acquisition and use of hard information or evidence which enables interested parties to prove some assertions they wish to make. when can social institutions be designed in such a way as to provide strong enough incentives to interested parties to acquire enough sufficiently credible evidence as to enable efficient outcomes? when efficiency is not possible, what is the nature of the distortions from efficiency generated by the best institutions that are possible? the research team will develop mathematical models for studying these questions, including tools for making the analysis sufficiently tractable to yield clear results. more broadly, the work will facilitate research of applied economic models in this large class of interesting environments. by providing tools for making the analysis more tractable, the research may generate new classes of economic institutions and shed new light on existing ones. the tools will also be useful in studying the structure of organizations, such as firms and governments. the project focuses on mechanism design when agents can acquire noisy evidence. the general model has connections to a wide range of economic models of ""hard information"", such as bayesian persuasion and models of testing. the team will develop tools for simplifying the mechanism design problem to be able to focus on a more tractable class of mechanisms. in particular, they will develop conditions under which one can identify the evidence the principal will request given any claim by the agent and/or the evidence generation actions the principal will recommend given any type report. together or separately, this identification will greatly simplify characterization of the optimal mechanism. the investigators will also compare optimal mechanisms to outcomes when the principal cannot commit himself. finally, they will characterize environments in which efficient outcomes are possible and the nature of distortions when efficiency is not achievable."
Collaborative Research: Examining Community-based Recovery Initiatives Post-Disaster,"after a recent disaster, community-based organizations known as mutual support centers emerged to organize post-disaster response. this project seeks to examine communities' perceptions of and response to programs implemented by these centers. the project asks: how have communities responded to the emergence of these centers and their projects? what areas of community development have been affected by these implemented projects? the project is focused on communities' capacity to assess and develop solutions to their needs through self-managing community development projects. the project examines how pre-existing social inequalities, which become particularly salient after natural disasters, shape the resulting community response. findings from this project will provide government agencies, social scientists, and communities with insights related to response and recovery processes. such findings can assist with policy formulation at multiple levels of government to promote recovery from disasters more efficiently, thus contributing to safety and security in our society. sociologists have identified emergent organizations as a common occurrence at the intersection of communities' response to uncertainty and failed communications between impacted communities and formal agencies. however, the ways in which these emergent actors are created, and their internal operationalization of response and recovery, are not well understood. based on a purposive sampling design, the study will examine five mutual support centers working in different communities throughout the affected region. the project uses a qualitative, multi-technique approach that includes eighty semi-structured interviews with residents of beneficiary communities where the centers have been established, two sets of focus groups with residents in each community, including forty-eight respondents, and ethnographic participant observation in center events, programs and service centers to draw a comprehensive perception of the organizations and programs. after data transcription, the project will code the data using maxqda qualitative software by first developing analytical codes followed by lower level codes reflecting characteristics and patterns in the data. findings from the project will inform sociological theories regarding disaster response, emergent organizations and their communications, and social inequality following extreme events."
Collaborative Research: Empirical Analysis of Social Networks with Unreported Links,"in many social-economic contexts, an individual's behavior depend on his own characteristics, as well as the outcome and characteristics of others. such dependence called a link; individuals with links are neighbors and a collection of neighbors is referred to as a network. a social network consists of linked individuals. this commonly occurs in applied economic research since links are often not well measured in the research data. this project will estimate the effects of social networks on individual outcomes when the links are either misclassified or not reported in data. the method proposed in this project is adaptable to a wide range of social networks. it also provide a general method for comparing various types of social effects given group characteristics. the project offers an efficient approach for policy analyses that resolves challenges due to data problems or measurement errors in network links. the results of this project provides a way to measure the effects of policies when there is no information on network structure. the results of this project will have a significant impact on empirical research on social networks and policies such as education. this will improve efficiency in business and policy decision making and in the process lead to improved well-being of u.s. citizens. this project identifies and estimates social network models when network links are either misclassified or unobserved. it first derives and characterizes conditions under which some misclassification of links does not interfere with the consistency or asymptotic properties of standard instrumental variable estimators of social effects. it then constructs a consistent estimator of social effects in a model where network links are not observed. this method does not require repeated observations of individual network members. the project will apply this estimator to data from tennessee's student/teacher achievement ratio (star) project. without observing the latent network in each classroom, the research identifies and estimate peer and contextual effects on students' performance in mathematics. the results suggests that peer effects tend to be larger in bigger classes, and that increasing peer effects significantly improve students' average test scores. the results of this research will help businesses and policy makers account for social effects in decision making hence improve the living standards of u.s. citizens."
